Mean,Std,Variance,Delta,Theta,Alpha,Beta,Gamma,Label
-4.872577156810189e-07,2.7503607379985954e-05,9.61950129520097e-10,3.201612728776453e-10,8.6796496154825e-11,2.8471983390999103e-11,7.753505622359025e-11,3.585201806045401e-11,0
7.792344714868043e-08,4.0249057498447295e-05,2.3213306271752725e-09,1.2090458145554263e-09,2.776689994598813e-10,3.542614541826833e-11,1.1720508364413902e-10,9.178716216154155e-11,0
1.6870688745732698e-07,3.673965680607618e-05,1.897955432072628e-09,1.4597021312127793e-09,3.0984132472587275e-10,4.9597540793607546e-11,4.565698941659125e-11,2.1966783574334525e-11,0
-9.848102682317433e-08,4.449734192725059e-05,2.9519077129669413e-09,1.0973674221708054e-09,2.42422703244356e-10,3.7912498842159874e-11,8.393761331414246e-11,4.718622597331781e-11,0
1.9380548071894682e-07,3.125356057059408e-05,1.1863400609479878e-09,4.194781690603187e-10,1.1604957712407712e-10,5.7240874449035236e-11,1.0059062482971872e-10,6.315549012043865e-11,0
1.495195890772565e-07,3.88386202234555e-05,2.1562705136996894e-09,1.3479196672937488e-09,2.350382391851419e-10,2.926110309822892e-11,1.0789516541311029e-10,8.296252760459639e-11,0
-4.359549226922308e-07,3.4032850893564384e-05,1.6118273285616976e-09,4.835248041918656e-10,1.0307244297692393e-10,4.185248539972954e-11,2.2391517273455442e-10,2.2800734703053834e-10,0
3.905281529785162e-07,3.685051392204998e-05,1.8010321020388581e-09,1.1110627424583085e-09,2.4383511152273243e-10,5.5873641433267516e-11,1.1250447734643351e-10,7.787883540346736e-11,0
-5.95347042438143e-07,4.315084952506558e-05,2.519230332110277e-09,1.6423071634288426e-09,3.1419111727965696e-10,6.236881888756284e-11,2.0247350775538745e-10,1.3917389875028447e-10,0
-3.826662618107437e-07,4.378014154901465e-05,2.7561706908256218e-09,1.1685620376421274e-09,1.856451262266853e-10,4.604920702626954e-11,1.6374818947040584e-10,1.5714186504710124e-10,0
9.285480201407229e-07,2.5213823604243843e-05,7.340092228779574e-10,1.3496159666840793e-10,7.749504781451602e-11,3.8300744197214356e-11,2.0691855723166468e-10,2.1286677360573317e-10,0
-1.184857521865069e-07,2.9906854175318037e-05,1.1029876815517178e-09,2.4805605773456157e-10,1.0546952562133541e-10,6.00792621788952e-11,3.3472014269723493e-10,3.2201748412023195e-10,0
-1.1998179915930197e-07,4.0356102949727917e-05,2.1847486880460307e-09,1.619414441707216e-09,1.5590807785417503e-10,5.06955281534249e-11,1.7866999028071816e-10,1.357849266419726e-10,0
2.1438170739617887e-07,2.7338770572721196e-05,8.863048205987976e-10,3.895654851855881e-10,1.1503030772966096e-10,3.9312137613837476e-11,2.1049070223491564e-10,1.0087131928152173e-10,0
-1.712049214838218e-07,2.1728796763975726e-05,4.928181045395287e-10,2.0613279825043331e-10,5.3607403283956696e-11,2.788526137775802e-11,8.537276372583211e-11,4.1308791657768146e-11,0
-6.631984636275469e-07,2.610521691106407e-05,8.803961302116565e-10,3.0215333640533525e-10,1.3933744548820055e-10,1.9128058313516606e-11,6.227471728252961e-11,3.545614926784189e-11,0
4.606831545396879e-07,2.472546709832799e-05,6.609490164460364e-10,1.4192648149645948e-10,4.159586472950308e-11,2.6364320104169255e-11,9.234878516223621e-11,5.372069096732456e-11,0
-2.5953835165293546e-07,3.36133365766341e-05,1.6662189967932722e-09,1.1994192986781025e-09,8.724110947422975e-11,1.845980145389124e-11,3.759749421581813e-11,1.9549655506651548e-11,0
4.6158202856021317e-07,3.624127190534437e-05,2.0256163165940925e-09,1.4687043738552646e-09,2.557145365374699e-10,5.001762275652154e-11,1.7938889949335236e-10,1.8494590447311712e-10,0
-3.929409807520596e-07,3.600430139455072e-05,1.6106302464633406e-09,1.350573005156638e-09,2.3255086866452e-10,3.808579940111803e-11,1.3133596109331807e-10,9.533190708945482e-11,0
7.05317993457862e-08,3.2307852251272864e-05,1.2826696876294153e-09,4.665398386412607e-10,9.934557975051254e-11,2.988658996684582e-11,1.5167345844097283e-10,1.2616719598837418e-10,0
2.3160926186522707e-07,3.870898554908102e-05,2.075073327417392e-09,1.1710472406548434e-09,1.5122588582763665e-10,3.470399965877338e-11,7.249869971764754e-11,3.038503891148936e-11,0
1.4083301549284252e-07,3.0128095659956227e-05,1.1195618942697286e-09,9.909745770941557e-10,1.5741115298875362e-10,3.1215255698680474e-11,1.0452426283087521e-10,6.940928060438218e-11,0
2.9924726591990735e-08,2.4861664713661255e-05,8.339571916059977e-10,4.3907490000019633e-10,1.3376903539099482e-10,2.2482682312143105e-11,1.4423459487051904e-10,1.2788766130436617e-10,0
5.110226855221865e-07,4.2375277823048794e-05,2.802512570055183e-09,2.063920842080881e-09,2.2618029653064298e-10,3.7609763283106964e-11,1.052640761787547e-10,7.914675136618134e-11,0
-6.340045923144684e-07,2.524500686005402e-05,6.570440195207325e-10,4.0423995051878305e-10,1.646963352947456e-10,3.978692284625638e-11,6.412066184541332e-11,2.7894071398571884e-11,0
1.0349653190165848e-06,4.697508023393152e-05,2.9998291928413343e-09,1.9431263015536492e-09,1.9980803737733126e-10,5.3222448094398e-11,7.165031754914628e-11,4.320282533478874e-11,0
-1.0383142278345495e-06,2.9412954869065506e-05,1.1124200929776634e-09,3.723756184587713e-10,8.195366784511332e-11,3.699566988540342e-11,1.5265127935492165e-10,7.615263859092536e-11,0
7.680890326516588e-08,4.1742348372142367e-05,2.1394368539056375e-09,1.6495061390768625e-09,4.1145304432001037e-10,7.760468935424764e-11,8.64891306798751e-11,4.287556504223834e-11,0
8.320572270697328e-08,2.45364417048097e-05,6.559931868837167e-10,3.5671904184673593e-10,1.324144512600341e-10,3.6892495586510856e-11,6.393278560215617e-11,2.3016982319551624e-11,0
-1.4673735684445312e-07,2.1598114010729963e-05,5.035674221387318e-10,2.8978205309519197e-10,8.837744536870915e-11,2.6948261240698416e-11,4.872138920564854e-11,2.0517556758434988e-11,0
2.1929426882315869e-07,1.962589590473804e-05,4.039954759333189e-10,1.6390959788011063e-10,9.69906945766745e-11,3.226261875105728e-11,4.5400742457220557e-11,1.6643103247088764e-11,0
-7.177032835090684e-07,2.8302683052466975e-05,1.0438901448069595e-09,2.2800064451034937e-10,9.983836902771464e-11,2.1929623312991806e-11,3.9680394510242865e-11,2.2407100621729453e-11,0
7.362207241030574e-07,3.1239552640797426e-05,1.3309100546124845e-09,6.423419026161817e-10,1.1067076421759094e-10,2.6659158525935664e-11,3.61708006629196e-11,1.509340897733662e-11,0
-2.0450234571139282e-07,2.915749135005168e-05,1.1358634628006652e-09,5.831508290340799e-10,1.1619713277045078e-10,3.270467093634449e-11,5.5841362336807876e-11,3.8333938136865114e-11,0
9.831427589974192e-08,1.54453263909757e-05,2.504161768662696e-10,7.446043265076398e-11,3.5482586062928324e-11,1.788536888422791e-11,5.360634804189534e-11,2.1487076830474223e-11,0
-2.940653365672087e-07,2.5141827315246673e-05,7.887686250038456e-10,2.494243155807528e-10,6.643109406708165e-11,1.7996923561420924e-11,4.208829672420135e-11,1.9698193811900038e-11,0
6.599603458800767e-07,2.3987922813187792e-05,8.286847852044567e-10,8.063789679191164e-10,1.6217374086872597e-10,2.567662915657022e-11,3.484548080395892e-11,1.7517040220518492e-11,0
-6.059401080971046e-07,2.6975751833818226e-05,9.368572873282862e-10,6.911873505180723e-10,1.4383481504083512e-10,3.094846914425315e-11,3.328595463645961e-11,1.1518040044550397e-11,0
2.416367474011541e-07,1.808907469435366e-05,3.4419948916041603e-10,1.3418356553799763e-10,4.534907259424655e-11,1.7466046552197583e-11,4.137024078271777e-11,2.494376393628758e-11,0
-2.8761120871452497e-07,1.4487232794226967e-05,2.1598971786861795e-10,8.963296751582494e-11,4.750508911000371e-11,1.4280138846666455e-11,3.556470087223791e-11,1.6578838322512115e-11,0
1.0650437769258639e-07,1.8505321888520758e-05,4.020194099508829e-10,2.531093578382158e-10,8.686576168735778e-11,2.2210944406884375e-11,3.89874497339432e-11,1.710804476073004e-11,0
4.519465714003176e-07,1.797545315425881e-05,3.652744586743709e-10,9.613934629040068e-11,4.56699754884832e-11,1.3037867837028722e-11,3.509391133401681e-11,1.7764636384166932e-11,0
-2.4776480550946745e-07,1.6398758118922085e-05,2.7738961793634197e-10,9.101275763115001e-11,6.446187592818333e-11,1.8749272276958522e-11,5.50724201211793e-11,2.5770799549628256e-11,0
-9.115227446832983e-08,1.646159690330552e-05,2.838790383178363e-10,1.059256875666979e-10,5.8112736920139134e-11,2.0750487850051746e-11,5.2254147577578847e-11,2.7746941717243556e-11,0
-1.4809148585711651e-08,1.5906720910894294e-05,2.658831394761439e-10,9.323502557399965e-11,6.017175419782746e-11,1.8983896387501058e-11,5.238917578822382e-11,2.4784545052874106e-11,0
-5.775339119361373e-10,2.769262920116159e-05,1.0750106741836062e-09,7.625572989391588e-10,1.0036593506952294e-10,2.997573916095311e-11,5.114403913838884e-11,2.63920829780726e-11,0
-1.7303464149168725e-06,3.3151460210807344e-05,1.7649714228137252e-09,6.123539585482505e-10,1.2528616591954514e-10,2.440407037437167e-11,5.6805970522006105e-11,2.530855791654024e-11,0
2.022723458857278e-06,3.394604038468544e-05,1.5928626963605236e-09,1.0322192716860268e-09,1.559748566705477e-10,3.451400979141281e-11,1.1625160649423055e-10,1.1234130405683907e-10,0
-1.3316983979390473e-07,2.120140354245576e-05,5.449851528115467e-10,2.9129066794076765e-10,9.982148598461163e-11,2.14730279375756e-11,5.515705387600048e-11,2.331446748977165e-11,0
-2.2825560565148396e-07,1.7757780156663877e-05,3.276911241376168e-10,1.212295879792926e-10,6.406453036891958e-11,1.89671918247439e-11,5.026850341947179e-11,2.6902920746092974e-11,0
2.2755589074622908e-08,1.6839614974147672e-05,3.036920346774419e-10,1.0215418176849837e-10,6.054960681816255e-11,1.572401933621401e-11,5.973790060858945e-11,2.8432460847380173e-11,0
-1.6849452203259924e-07,1.6614748674080522e-05,2.9835416955454434e-10,8.198527872542881e-11,4.538756128584935e-11,2.18914569281932e-11,6.660694135234982e-11,3.783544289639846e-11,0
1.1281279036623496e-07,2.3293787481152632e-05,7.930249387525991e-10,7.908980553676878e-10,1.2113306104823404e-10,3.1229264826406384e-11,5.766280760719978e-11,2.4677771225774478e-11,0
1.8726511442531988e-07,1.5938429879756804e-05,2.6679513781725096e-10,1.0501033628120138e-10,4.264533047934641e-11,1.6867995310532534e-11,4.888272051393941e-11,2.0798568769122456e-11,0
1.201741378034248e-07,2.1011473120083312e-05,5.617403416857382e-10,4.117566067225306e-10,1.4180425283719104e-10,2.587305816349871e-11,6.216113346339216e-11,3.453892720306093e-11,0
-1.2901554741036729e-07,1.768255925443621e-05,3.333584873114185e-10,1.3448068096920428e-10,5.1434857219252993e-11,2.6540702966354553e-11,6.031911044272133e-11,3.302896938407588e-11,0
-8.640567225806545e-08,1.8654581494644612e-05,3.653430012002529e-10,1.6019675538653534e-10,5.7112850320794446e-11,1.7518438227826302e-11,6.345296645116445e-11,3.1767437713259674e-11,0
-9.104852534999157e-09,2.141222869428255e-05,5.400103151902071e-10,2.849576332395817e-10,9.714533079826936e-11,2.2589709436875712e-11,6.301518310316514e-11,3.180231469451183e-11,0
-8.062932926820965e-08,1.7352907405303145e-05,3.2021247417032506e-10,7.99127441948551e-11,4.9632120742638305e-11,2.601096735695965e-11,7.864767702894645e-11,4.785131685737658e-11,0
-3.895015347854237e-07,2.048435114586928e-05,5.085325141392586e-10,2.4418477492888925e-10,7.992751707952638e-11,2.84503851873537e-11,6.909975148474262e-11,3.1383144164872035e-11,0
6.012193609039413e-07,1.8309644043830586e-05,3.6049813896785063e-10,1.1549360720366011e-10,5.902545189248356e-11,2.200380680412519e-11,7.184632284367278e-11,3.122759786087581e-11,0
-1.336546004686453e-07,1.6298656824042596e-05,2.795254656480069e-10,7.569050045859259e-11,4.7039560425154386e-11,2.100950948739935e-11,5.6568766142998315e-11,2.8193637450269638e-11,0
5.667051658155255e-08,1.6389254524472257e-05,2.763481127949737e-10,9.125628082890968e-11,5.124364842612101e-11,2.6049734045922846e-11,4.306903817629794e-11,1.741243117178059e-11,0
-5.695952345505773e-07,1.8105339841801964e-05,3.402996171266746e-10,1.2780120085604535e-10,6.299741001831296e-11,2.1980201294563014e-11,5.395989192297881e-11,2.354513407997468e-11,0
4.4470072717672855e-07,2.5067543658404593e-05,7.357165109285676e-10,5.923249249818762e-10,1.0693009508019486e-10,2.4481666790094646e-11,4.6156973224452425e-11,2.2404782870754244e-11,0
3.0318384879810173e-07,1.837959472358498e-05,3.527465314685949e-10,1.2864666935389757e-10,5.940748670862785e-11,2.8741997901633674e-11,6.489014052141158e-11,3.731470144935338e-11,0
-3.6429097113881225e-07,1.768214347862367e-05,3.338551375877026e-10,9.446209830254299e-11,5.548697679278754e-11,2.2523192804402383e-11,7.06057074732168e-11,3.939898993629885e-11,0
9.715112779135704e-08,1.6789740949127372e-05,3.000860111058245e-10,9.014489715679842e-11,5.1414010365446386e-11,1.9940527492991158e-11,7.87140683615212e-11,3.296602171445885e-11,0
6.69140151055616e-07,2.076634288274885e-05,5.030905907965583e-10,1.2496083060730727e-10,6.72183800589925e-11,2.2441962612268702e-11,7.925058161625951e-11,4.1649335357191623e-11,0
-5.8230358136753e-07,1.8846797178103428e-05,3.860595313515371e-10,1.450844959524228e-10,7.231293019948689e-11,2.448014937028552e-11,6.928515164598339e-11,3.097088354485248e-11,0
-4.142036807184232e-08,2.0439042381017958e-05,4.3551572549393797e-10,1.3815897384465006e-10,7.731816027829659e-11,2.750262431957645e-11,6.003979071754289e-11,2.6101364723474043e-11,0
-1.913899727369566e-06,3.2585681614706104e-05,1.538784368680555e-09,1.0833809629124547e-09,7.901094581733524e-11,3.2667046970282267e-11,4.453439516650828e-11,1.8566936595086582e-11,0
2.2556786150562984e-06,2.867275933490082e-05,1.0695077272064163e-09,4.668168890839026e-10,6.735837864387232e-11,2.5689102463167075e-11,1.1248637565461185e-10,8.035909958489909e-11,0
-9.766813666966331e-08,2.43931695324583e-05,6.777929515884214e-10,3.7072117509295447e-10,9.155369433038423e-11,2.7424038817747376e-11,8.505401569932672e-11,4.705347891158582e-11,0
9.656244918525463e-08,2.2187281932448724e-05,5.14344959315756e-10,2.408141629070049e-10,7.230777295227695e-11,2.9344172065332654e-11,6.136020366311754e-11,3.715880611822029e-11,0
-6.882878276132875e-07,2.3198302512597994e-05,5.781024894821224e-10,1.4455455353151893e-10,6.146793693364565e-11,2.660346425974374e-11,1.4651979122367986e-10,1.0658168462044729e-10,0
-7.875557534130556e-09,2.202838277023233e-05,5.213198353377255e-10,1.5248571894833386e-10,7.139873496394053e-11,3.0424144858163895e-11,1.1505020363771082e-10,7.037835949660393e-11,0
4.51332461045006e-07,2.4473473090512455e-05,7.191001243454343e-10,3.2466319919388895e-10,9.555895871211034e-11,3.6196444145522535e-11,1.543908967896246e-10,9.734450075474431e-11,0
2.3310075752826847e-07,2.2294350631974888e-05,5.367358017353078e-10,1.316908370295043e-10,6.288738347212699e-11,2.817690386062906e-11,1.3892385461710006e-10,9.32356288447337e-11,0
-3.5435037091940727e-07,2.0961400918988798e-05,4.863577955458339e-10,9.197903015675495e-11,5.994326066886515e-11,2.5635306245845047e-11,1.500756786608671e-10,7.913079195912056e-11,0
-1.090934714697511e-07,2.0756880262031207e-05,4.643840956572026e-10,1.332823208102748e-10,7.643377107012655e-11,3.101967367611323e-11,8.698833143134293e-11,5.528410100988137e-11,0
1.3236032108873896e-07,2.0168598671840354e-05,4.337624526039327e-10,1.1000422508468039e-10,6.016393512229191e-11,3.060061538803921e-11,1.173305738566463e-10,6.343434302024526e-11,0
5.220569924612192e-08,2.045330344576461e-05,4.742959556923725e-10,1.1104550979556108e-10,6.173255539332124e-11,3.2887316233547845e-11,9.87743422316918e-11,4.6782977281398073e-11,0
1.9911189335262004e-06,2.955288304606254e-05,1.3136986943739022e-09,9.708886454708848e-10,1.0358673249403358e-10,2.761041722313452e-11,9.408667181938519e-11,5.0231227928687004e-11,0
-1.8393215089908441e-06,2.4393684360279758e-05,6.863702275274302e-10,1.9113073142709093e-10,7.255069631606837e-11,2.656707459117532e-11,1.2940625961743673e-10,8.964895089508957e-11,0
-3.5630411184064295e-07,2.0446295449945075e-05,4.535488782356876e-10,9.849641106374228e-11,4.494625265729038e-11,2.2394252504282232e-11,1.318900852275768e-10,8.123158463744445e-11,0
-2.6682172169585594e-07,2.1175477262647246e-05,4.844210836105971e-10,1.2206184386790925e-10,4.047801384359256e-11,2.3942237081415464e-11,1.3460395431339524e-10,8.48235318365352e-11,0
1.583259635104001e-07,2.4267919537322483e-05,7.093594798246312e-10,3.952849280048873e-10,1.2954410982075855e-10,3.70383214449338e-11,1.3969902118952795e-10,7.93897344260375e-11,0
2.9186469419029935e-07,2.017599007745649e-05,4.3267760818035263e-10,1.0638760805865975e-10,5.336575261432898e-11,2.5227958696060366e-11,1.140148348974166e-10,5.924743814736857e-11,0
-8.704641146165921e-08,2.3135714145894958e-05,5.754298703920255e-10,1.7045763054095235e-10,7.545316039611731e-11,2.966846397058346e-11,1.6770966726874442e-10,9.457181136415847e-11,0
-6.852962827610939e-09,2.2406445059402396e-05,5.612348864937898e-10,1.340087364689733e-10,5.495587300830929e-11,2.834558570646174e-11,1.310331863330604e-10,7.645587229193616e-11,0
-1.8989311515703034e-07,2.3731849747800892e-05,6.47116504318116e-10,2.969388784563653e-10,1.1136079386617325e-10,2.4834837746735644e-11,1.204897959463126e-10,6.427320692223073e-11,0
4.275880584476975e-07,2.1087103777640005e-05,4.602453139430055e-10,1.7379723639878126e-10,5.518592845389005e-11,3.077046477190512e-11,9.818059539482731e-11,5.96248210246415e-11,0
7.209996375256393e-08,1.646414855279553e-05,2.7620721553180586e-10,9.334810545289862e-11,5.5049198399429584e-11,1.95625532411761e-11,5.336112045772857e-11,2.6618717556266722e-11,0
-1.8628152760915542e-07,1.7691383754638998e-05,3.2734001231221706e-10,1.3771955810492637e-10,5.245471514720986e-11,2.049001346397625e-11,5.895949491735301e-11,3.248315777350574e-11,0
-6.438746772188904e-08,1.6713090134126773e-05,2.968186836832006e-10,9.918900066400737e-11,4.710764089922476e-11,1.707711792858062e-11,5.982993780416098e-11,3.719617889750328e-11,0
-1.3785252815189907e-07,1.7981765219318262e-05,3.4370274307557536e-10,1.3104974281040624e-10,3.571682043959297e-11,2.5101468588248908e-11,6.706991974001398e-11,2.7745480952202477e-11,0
7.72032374544368e-08,2.6193610130120192e-05,9.131769496085116e-10,6.124683498342488e-10,8.164276972257934e-11,1.888623292686088e-11,5.96096587455763e-11,3.4567040342181956e-11,0
-3.5370871017909375e-08,3.6692608622681685e-05,1.7645049472848477e-09,8.425801098801455e-10,1.6686257935209535e-10,2.6365618232076755e-11,1.2289179671227688e-10,6.522279347352064e-11,0
-1.6749372528714226e-08,3.297537241234044e-05,1.5185385367033034e-09,1.4710474189694406e-09,1.6343344583032454e-10,3.8508551635706675e-11,7.057434950819152e-11,4.5360380610839774e-11,0
-1.544660006413352e-07,2.1156535967552863e-05,4.905816418570895e-10,1.1828144242502987e-10,5.586703705528286e-11,3.296444124151567e-11,1.3426732587219337e-10,9.887167458398966e-11,0
4.7454286603962916e-07,1.5704744708687953e-05,2.540630448862006e-10,9.758965810435846e-11,4.935083385792889e-11,1.9658980390406724e-11,2.833988064808971e-11,1.3667395054264922e-11,0
-4.7555242452815686e-07,1.672253845536769e-05,2.887163458457676e-10,1.0472306772742854e-10,5.456412898001505e-11,2.4750292538409814e-11,4.7226929525181184e-11,2.0620363947874453e-11,0
-6.530143805535366e-07,2.5972027984895554e-05,8.374554246270559e-10,6.3243260998714e-10,1.1490453967002383e-10,2.1739595195427203e-11,3.9667244933687563e-11,1.970138289989338e-11,0
6.846069773175189e-07,2.7596807032035087e-05,9.187139198320717e-10,2.2535851944028372e-10,6.311354994065567e-11,2.0282315479018314e-11,5.802622095277015e-11,3.8142431333175166e-11,0
-1.445520717543563e-07,3.490130220530944e-05,1.65827803846246e-09,1.129068398340245e-09,2.0818885332381666e-10,3.9292848245796574e-11,3.2608091475534277e-11,1.3970728801598146e-11,0
1.5378534964818982e-06,3.614769249187593e-05,1.8282447387273556e-09,4.1848098982301654e-10,9.82749496053438e-11,3.224781975106446e-11,4.512691519667586e-11,2.241071783373829e-11,0
-7.352648040366354e-07,2.8364188297907534e-05,8.99073121845156e-10,4.669159499357795e-10,1.2416020160218415e-10,3.6036688242146455e-11,7.964379630841818e-11,4.9654387908284686e-11,0
2.9832876995185733e-07,3.0464229302743485e-05,1.1626964910316878e-09,2.467624862001429e-10,6.08262882499948e-11,3.066419083675657e-11,1.7017774670002533e-10,1.584526834854578e-10,0
-6.963069827011983e-07,2.1781576481205176e-05,5.175542905170313e-10,1.3613892513743192e-10,6.290076814588115e-11,3.898276037776122e-11,1.0876630536830437e-10,5.773150501420073e-11,0
-2.6494036576517557e-08,2.265805584758859e-05,5.724935287061601e-10,2.262008889219708e-10,7.429463704958214e-11,3.37367304589665e-11,1.0723527312116967e-10,5.438713239621889e-11,0
-2.3681878569760237e-07,2.1571760456234307e-05,4.923978321344178e-10,1.1485664980845238e-10,5.48187239718862e-11,3.4123168671965315e-11,1.362469569759683e-10,7.658520561409993e-11,0
3.8884117535522874e-07,1.947213752327848e-05,4.024065310546875e-10,1.3100226877365968e-10,4.2403748484489044e-11,3.3382238714934935e-11,1.0305210017707942e-10,6.012022603839051e-11,0
-4.023769401243293e-07,2.7264062404061558e-05,8.295599953692858e-10,2.8655285742861893e-10,1.058798288416801e-10,3.7435007712309894e-11,1.0450447230859397e-10,4.9602746889804367e-11,0
7.483130725820894e-07,3.2523013165651695e-05,1.2743244895153002e-09,2.547952134433411e-10,7.568623741591517e-11,2.670781210328838e-11,2.5746190736875236e-10,2.2887620986637984e-10,0
-3.107600262709072e-07,2.1496787068842777e-05,5.107659679518868e-10,1.0747563541562047e-10,4.092499495799219e-11,2.3573832017295676e-11,1.4904844907717173e-10,7.381054995914858e-11,0
-3.6726233347973835e-07,2.1463426588299472e-05,4.845183862464272e-10,1.23725235139902e-10,5.540311694829509e-11,2.7884305705270978e-11,1.3575234704822974e-10,7.140356689395041e-11,0
-1.107941766300351e-06,2.7519133717426907e-05,1.1339766245420726e-09,2.2930619720290875e-10,6.516774517786091e-11,2.4422407929684732e-11,7.067364942912793e-11,3.6269285148377405e-11,0
1.3753824737133058e-06,3.0438644997279198e-05,1.32318696613282e-09,1.480464152042741e-10,6.247226904879192e-11,2.5399089820517836e-11,5.597340505521803e-11,2.78586900370676e-11,0
-7.126699889355289e-08,1.7110142935314813e-05,3.0160271198997797e-10,1.2897978216129512e-10,7.127761658359374e-11,1.616778698477246e-11,3.224580238068816e-11,1.5385911980739455e-11,0
-3.2382521071762643e-07,2.5767401534404107e-05,8.628903782200836e-10,4.834516566415522e-10,1.243333612785114e-10,3.2017482413627145e-11,7.349352354978428e-11,3.642760343824329e-11,0
-3.4941786281599553e-07,3.0093855146781594e-05,1.19146777441939e-09,1.0243614168915207e-09,2.1674988791591674e-10,3.5554751831124247e-11,5.6553050529957756e-11,2.4854114524009173e-11,0
6.317718278126985e-07,2.977792842459439e-05,1.2267124161076547e-09,4.5754551870998137e-10,7.127594264716885e-11,2.098332057477974e-11,7.417078653977171e-11,4.420356778459487e-11,0
1.2596070608645323e-07,3.381187692779332e-05,1.5040509564630807e-09,6.792987180207715e-10,1.4648837800236125e-10,5.23858535142713e-11,7.26250948111193e-11,3.657297482533355e-11,0
-1.8553880707428712e-08,1.6011173628617878e-05,2.698898795180387e-10,1.166406306516934e-10,4.957184845510447e-11,2.0867891706200687e-11,4.071391641070754e-11,2.0443148166986877e-11,0
3.375918788827622e-07,1.582610528705014e-05,2.6287272604368773e-10,1.0810988653813094e-10,6.306551977290036e-11,1.9621271828041713e-11,3.7720738389149154e-11,2.108022103582636e-11,0
-5.453148001988775e-07,1.724080723409173e-05,3.109255735603702e-10,1.0504813789692292e-10,6.209657295122633e-11,2.4351747339241244e-11,5.254780354338059e-11,2.5731060777556806e-11,0
9.033116611452751e-08,1.6762559922658755e-05,2.960224134218548e-10,1.1246943948882718e-10,4.603375953929046e-11,1.8836019442192815e-11,5.877652465667319e-11,2.8057374730034655e-11,0
-2.0070257259526616e-08,2.4837298094584505e-05,8.445051471139486e-10,5.240330225075009e-10,1.1859295788455342e-10,2.4292218778371126e-11,5.87949361998438e-11,2.365019189288428e-11,0
6.984363409130014e-07,2.8255731930851102e-05,9.9858431021047e-10,9.158984917767875e-10,2.1049425671319687e-10,2.8041546639316e-11,3.97688375713046e-11,1.682683947640238e-11,0
-7.834596119760496e-07,2.380541345946653e-05,7.04090183574675e-10,5.544984655181664e-10,8.109068471726728e-11,2.3066603910671078e-11,3.205992561903032e-11,1.4419173196603341e-11,0
2.78379254656615e-07,2.670191306226645e-05,9.026431142196528e-10,5.942995892527074e-10,1.0956347889443457e-10,3.868111284920511e-11,6.189791273418996e-11,4.1817180530949475e-11,0
3.1019832597969045e-07,3.76664655233986e-05,1.904842634360711e-09,1.3443247646559615e-09,2.2860373475517913e-10,4.050552565039787e-11,6.954534730084979e-11,4.138375728794769e-11,0
-2.938827921163814e-07,2.7008811211580863e-05,1.035838944225279e-09,8.513685337237433e-10,1.8469107841507623e-10,2.637521263290274e-11,6.341803207006442e-11,3.040988404358423e-11,0
4.5781703197900044e-08,3.349560701501096e-05,1.6186657104741698e-09,1.3693721291426802e-09,3.788489562200217e-10,5.0379543633747e-11,9.783452379562223e-11,1.1285169734265364e-10,0
-3.080505791397892e-07,3.222693968914809e-05,1.315923198499132e-09,8.539648499735113e-10,2.5835909440246895e-10,6.07714986808101e-11,1.5008327485118367e-10,7.765104713596377e-11,0
1.400467251896834e-07,2.2625594752895358e-05,5.50432234865364e-10,2.6414077049241726e-10,7.238066408111215e-11,3.6057336187175214e-11,8.016227429660656e-11,4.889154039348857e-11,0
-1.8931611967944553e-07,2.1254858576122036e-05,5.067031111102258e-10,3.093334629764386e-10,1.4583249631124172e-10,3.4256296444782596e-11,6.366669200396738e-11,3.004457187908671e-11,0
2.054007083120507e-07,1.883351398366298e-05,3.641816691909051e-10,1.2127927382311655e-10,4.539790638386047e-11,2.1416722972299993e-11,5.980350808188287e-11,3.588474054605328e-11,0
6.42684806568857e-08,2.4217474874623364e-05,6.774125760861554e-10,5.211315305756967e-10,1.0975225430984714e-10,4.311338024589788e-11,6.293753086999565e-11,3.3107255097583435e-11,0
-2.2554021874378814e-07,1.807195695013649e-05,3.344865665175474e-10,1.1965751838702313e-10,4.823574678148739e-11,2.4065919702727215e-11,5.4199181102121906e-11,2.3986147880261337e-11,0
8.928133170399651e-07,2.8822172788190802e-05,1.1522516966990625e-09,1.1254876388402417e-09,2.391349808618483e-10,3.771880285755986e-11,3.92824687753482e-11,1.9267756026845803e-11,0
-1.005396411903304e-06,3.8617960246767815e-05,2.3624982076765673e-09,9.084015291957696e-10,2.1334701630727307e-10,2.717599298809187e-11,8.914166359616389e-11,6.346741486789448e-11,0
1.1634066373689262e-06,4.6471110187971245e-05,3.1116409325841218e-09,1.4547569890213127e-09,2.982097612950782e-10,5.4081907744714206e-11,1.4526885439954383e-10,1.2303086854886447e-10,0
-7.639606931582566e-07,3.934274568307702e-05,2.2679832724243677e-09,1.2860824127067913e-09,2.0000294480468551e-10,3.588582685380826e-11,6.21709394907489e-11,3.475005452199548e-11,0
1.103681167473366e-06,4.219632473239371e-05,2.817547906436327e-09,1.622032088213959e-09,1.4327475669582344e-10,3.1477153389055104e-11,6.09235652526561e-11,3.427851964474792e-11,0
-1.2541580349026146e-06,2.1147591978988418e-05,4.898329230726687e-10,1.6208552885883566e-10,5.5161982191530266e-11,1.894646711477493e-11,9.031031833186959e-11,6.102099506736912e-11,0
